winning_hero_id_1,winning_hero_id_2,winning_hero_id_3,winning_hero_id_4,winning_hero_id_5
13,87,93,101,104
25,41,47,69,101
56,66,74,84,101
8,20,23,25,55
18,22,23,33,88
30,41,89,90,103
8,13,68,77,87
3,22,62,67,80
4,13,68,87,96
33,68,74,88,93
5,74,96,109,111
16,17,27,44,57
11,36,47,86,102
8,17,40,48,79
40,57,64,76,84
5,51,63,74,98
7,8,15,65,101
13,26,29,44,101
5,13,48,66,98
20,22,27,55,67
17,20,25,55,60
8,57,65,76,84
2,7,11,14,95
21,26,45,73,88
34,94,96,101,103
41,68,72,88,111
8,20,38,74,88
11,26,51,85,93
21,54,62,65,66
8,27,29,50,76
18,28,31,47,85
6,20,46,92,96
3,11,50,59,96
68,72,89,96,97
6,22,50,51,52
2,20,26,35,95
10,13,20,29,101
29,34,86,96,101
49,55,68,93,107
58,65,76,95,102
21,49,62,86,92
20,29,48,50,78
20,62,70,72,102
7,31,48,51,60
27,42,63,76,85
10,22,30,41,68
13,54,69,86,99
8,29,64,68,93
51,63,64,73,86
20,43,65,95,112
9,23,79,88,93
40,52,53,77,79
5,13,39,55,99
29,33,39,85,94
13,18,20,38,66
20,34,38,68,77
9,25,28,72,87
7,8,11,38,92
57,62,64,81,86
14,18,26,34,36
19,78,86,88,91
5,36,57,74,84
8,43,55,71,87
23,30,65,70,73
7,40,48,62,98
26,41,82,87,88
8,28,37,82,102
2,27,50,77,104
13,36,47,64,102
3,9,29,65,77
3,14,53,54,66
28,43,72,85,86
34,53,63,91,102
2,13,18,90,107
22,27,41,74,107
1,9,26,97,101
36,44,50,71,97
20,38,46,70,100
3,15,39,63,83
29,34,42,48,86
11,45,89,94,98
16,34,44,96,100
11,20,50,61,72
9,15,74,86,87
41,64,68,92,96
11,57,95,110,112
7,9,20,41,106
15,20,26,51,72
17,20,39,67,110
1,7,65,94,101
23,31,33,51,54
15,27,40,43,51
29,47,68,74,86
1,11,20,62,100
13,65,66,77,86
15,27,40,45,103
18,40,42,74,96
33,48,49,50,77
16,26,32,37,98
37,64,83,93,106
23,31,39,58,72
7,77,95,101,103
30,56,67,71,74
7,10,26,69,106
27,29,64,67,78
10,11,20,57,84
22,25,59,69,112
11,16,98,109,112
7,55,67,86,97
17,31,41,74,88
9,19,29,30,91
9,23,29,82,101
10,16,42,87,103
39,63,71,86,108
9,42,47,79,89
27,43,69,101,109
3,39,57,81,103
7,29,74,93,101
31,47,65,102,106
1,21,74,85,87
51,58,78,86,89
7,46,55,72,90
5,11,51,79,99
10,17,40,97,100
18,47,50,68,93
45,51,52,56,86
2,7,30,41,74
8,11,26,62,65
26,29,47,49,111
19,72,86,91,97
6,26,29,46,84
28,40,46,80,88
6,7,33,37,64
10,23,47,79,98
31,36,43,71,114
7,28,39,73,87
9,29,42,49,87
8,17,20,66,96
3,13,29,72,91
7,25,60,72,75
11,42,62,85,87
34,54,63,86,90
14,63,74,102,107
8,16,50,64,82
11,26,71,85,93
7,30,72,96,97
9,50,59,77,86
1,39,62,88,112
15,49,53,88,92
7,19,47,91,100
28,44,54,84,90
64,69,79,80,106
1,34,62,88,92
2,39,44,52,87
23,48,51,88,92
10,57,58,88,102
6,87,94,98,111
7,8,30,51,52
30,39,65,68,95
13,42,47,76,102
18,39,60,69,87
9,13,69,89,92
9,11,86,88,92
11,20,74,96,99
27,47,63,96,100
26,69,78,91,94
11,21,42,68,95
43,50,93,96,102
5,41,62,74,94
7,20,41,74,103
21,30,60,97,106
17,20,54,57,91
9,39,51,63,89
49,63,68,69,87
11,26,99,101,106
30,42,47,76,111
7,31,56,71,76
20,22,41,48,66
30,43,65,72,100
50,62,84,94,106
21,26,29,57,70
5,49,51,70,86
11,42,55,62,92
10,47,56,61,67
3,22,70,78,92
15,20,28,33,41
6,13,16,92,104
7,46,47,69,86
28,73,75,87,93
17,20,35,66,110
7,11,12,62,112
7,22,60,63,69
16,25,54,75,114
31,35,47,49,102
16,43,47,65,87
9,15,27,47,96
7,9,29,39,79
7,20,30,74,88
10,26,41,47,110
30,40,48,65,96
14,38,42,76,86
17,26,29,68,93
9,19,47,86,107
20,40,46,51,54
14,49,70,84,97
7,35,46,51,79
16,46,84,98,102
2,26,35,50,98
8,29,64,78,79
2,11,30,57,65
23,73,74,86,88
21,35,51,87,110
4,7,65,75,106
26,38,39,75,106
18,20,29,39,69
48,50,71,78,92
1,13,43,71,111
19,30,61,67,107
10,20,34,53,91
25,67,84,86,102
1,9,31,53,62
7,11,50,59,100
6,8,59,76,81
19,29,48,87,100
27,34,63,106,107
1,31,51,62,102
23,55,79,83,93
6,28,30,46,79
39,56,57,86,96
9,20,38,76,93
20,78,84,94,103
8,21,42,84,87
9,30,41,65,110
27,47,66,74,98
2,31,40,42,48
9,16,39,77,101
20,29,34,42,64
2,34,54,62,111
9,33,53,68,76
48,50,53,78,79
7,13,87,90,93
11,22,26,91,106
6,20,42,46,96
7,25,47,56,85
34,52,85,93,112
11,15,16,85,87
5,48,58,62,97
5,17,72,98,102
17,54,62,89,92
7,12,30,35,53
1,16,68,97,98
15,21,25,56,88
55,61,79,92,98
5,11,28,55,70
15,23,27,40,55
20,66,76,101,104
33,43,51,74,86
2,7,8,26,82
5,9,37,78,92
9,15,76,79,103
26,52,72,87,97
9,13,29,41,103
2,13,26,56,110
20,22,47,94,104
1,28,32,74,111
45,73,86,89,96
8,39,49,79,86
3,5,17,51,72
12,22,26,55,85
25,50,57,71,72
29,50,77,79,106
15,16,21,34,62
45,53,63,66,86
6,20,46,51,92
1,45,71,98,112
5,6,16,35,51
29,65,68,72,93
7,26,46,53,72
41,45,47,48,86
8,11,20,27,75
33,62,63,76,83
8,11,14,65,75
9,12,28,30,75
3,13,16,46,54
55,70,83,87,95
51,58,72,87,98
7,32,42,78,101
27,28,50,69,74
2,8,11,20,21
28,34,54,64,107
17,51,86,91,99
17,20,34,100,110
6,20,41,70,91
10,16,26,49,96
20,26,38,67,106
53,78,87,101,106
1,20,29,49,83
3,9,57,72,93
29,35,44,53,83
58,63,83,97,99
7,21,51,93,112
11,28,53,79,88
13,20,25,64,91
68,84,93,96,106
27,28,49,50,72
6,13,16,20,94
9,34,42,98,101
38,49,62,72,87
21,28,50,85,104
10,51,68,78,100
26,56,74,86,88
6,20,53,82,87
20,31,46,73,99
8,9,27,41,82
7,72,82,91,96
2,26,35,71,85
7,12,25,51,112
1,30,47,53,69
3,13,28,74,86
65,68,69,74,86
7,31,47,51,67
15,74,84,96,101
3,5,69,95,103
9,55,74,79,83
20,28,63,73,114
27,42,56,79,83
9,10,27,43,88
9,13,42,80,86
43,48,68,93,96
7,12,25,100,112
17,20,56,66,98
67,82,100,102,112
6,20,47,52,85
15,42,63,69,91
30,41,48,50,76
18,37,47,85,101
23,29,30,57,87
7,27,48,96,101
36,47,51,68,73
18,55,74,107,111
74,79,87,93,96
22,44,65,84,94
9,27,49,53,83
10,50,65,69,79
28,69,74,86,88
2,22,40,44,68
10,16,26,60,97
26,70,74,90,110
6,9,22,92,96
5,46,70,96,107
20,29,42,68,87
22,23,26,61,77
47,53,66,74,92
16,47,64,67,102
54,79,90,97,104
6,28,49,63,86
20,36,82,88,110
14,30,63,74,88
14,50,86,93,99
9,33,89,96,101
21,30,41,54,58
2,8,55,73,79
13,18,29,91,101
8,11,26,29,79
20,29,63,77,78
17,55,64,73,79
5,41,46,48,103
6,20,31,48,80
4,51,60,78,112
7,10,64,78,103
13,34,49,86,100
7,28,29,43,50
8,22,26,47,85
9,42,55,74,100
13,18,40,91,98
3,15,16,25,85
11,60,70,86,108
5,63,69,93,102
11,68,72,88,96
49,51,63,83,98
25,30,92,95,110
26,29,82,86,97
8,40,47,86,98
8,20,64,97,105
5,13,31,51,95
50,68,74,93,96
13,26,60,75,80
35,48,50,86,96
63,68,69,80,101
6,30,33,53,74
7,27,43,77,103
23,31,36,73,104
8,20,28,97,106
13,48,51,68,77
8,30,61,64,97
16,47,48,65,87
3,39,71,72,78
2,46,50,84,95
5,11,54,55,86
7,40,64,108,109
2,7,33,64,77
11,20,28,51,75
46,64,72,79,97
21,39,54,86,92
23,48,51,73,86
15,33,40,89,100
11,47,83,88,97
51,63,68,74,88
48,51,84,101,104
1,29,31,71,75
30,42,76,97,114
15,38,84,98,100
9,33,47,55,86
6,20,78,92,96
31,49,63,83,96
48,53,86,92,95
7,27,43,48,55
17,21,22,85,100
4,11,15,61,86
43,55,64,87,89
9,27,89,101,103
10,16,64,78,96
71,87,91,93,95
7,11,13,21,30
25,40,67,75,85
20,55,73,76,93
31,39,56,77,100
9,60,73,74,86
2,39,66,77,86
20,48,63,68,97
20,45,54,58,69
6,65,84,87,94
11,20,47,69,86
15,63,64,76,102
14,16,39,40,66
30,51,65,94,101
2,7,8,25,50
7,29,34,93,101
22,26,29,54,62
47,51,84,89,101
8,27,40,43,88
5,17,26,54,103
29,30,67,68,88
16,51,72,74,86
12,41,68,76,88
46,65,77,86,88
7,12,30,95,99
36,38,44,101,112
8,66,81,90,102
35,36,60,64,114
26,51,63,73,74
26,36,77,98,103
3,19,67,69,112
30,37,49,51,94
7,20,55,65,73
3,43,55,72,107
8,25,28,54,90
9,18,25,77,96
17,19,39,58,64
44,47,71,86,88
22,42,44,68,78
2,8,50,59,84
30,50,69,78,93
20,35,71,83,93
16,17,18,87,88
11,20,54,71,87
14,19,29,30,91
17,31,41,63,87
18,23,29,37,69
10,26,29,78,99
2,26,58,63,78
44,84,86,93,96
57,64,71,74,95
17,20,32,63,68
8,28,50,55,74
49,62,67,86,88
4,34,37,84,96
21,31,36,47,57
15,41,72,101,102
5,70,73,84,102
9,40,69,78,96
9,43,86,88,99
11,44,50,88,92
2,6,42,70,79
20,28,41,46,48
25,72,74,86,110
2,17,57,86,94
46,92,95,104,110
2,48,73,79,90
11,26,66,93,110
28,50,59,71,74
27,56,75,96,98
8,29,47,107,110
3,13,15,49,86
3,8,13,55,88
27,67,73,92,96
59,63,68,87,99
3,7,9,65,74
3,41,46,58,67
21,28,72,86,110
7,9,29,101,106
8,27,29,64,69
11,20,37,83,96
18,19,25,60,91
8,21,29,30,87
10,36,46,60,75
63,74,84,98,101
18,30,39,55,88
25,28,50,54,96
5,8,13,51,66
50,64,75,82,85
3,9,16,17,93
45,47,68,69,101
42,78,83,86,88
3,19,25,28,112
6,20,52,74,88
19,28,30,39,91
16,55,63,74,79
14,29,40,48,92
2,26,34,37,54
39,47,74,75,84
16,43,47,96,101
2,47,77,83,101
6,17,26,51,83
14,17,30,52,71
17,21,40,80,88
55,64,73,76,86
5,8,40,43,51
29,49,60,70,92
28,30,47,70,112
27,48,50,74,98
5,51,56,73,102
15,16,29,41,87
9,30,41,47,99
7,15,75,81,109
18,47,50,91,96
13,27,40,71,95
16,34,63,79,106
20,27,43,85,109
42,50,78,92,93
8,16,39,78,87
39,63,71,92,93
55,66,72,79,80
9,51,69,74,86
3,34,35,38,73
42,75,82,96,107
8,30,35,38,71
6,20,52,53,85
6,28,33,74,86
21,54,55,64,103
7,13,18,31,97
11,18,20,33,96
14,17,41,91,93
7,13,27,39,54
30,42,69,74,87
7,10,11,29,30
35,50,74,77,84
22,26,39,100,105
20,28,85,93,98
13,20,47,65,100
10,20,38,39,75
68,88,89,93,96
3,20,28,29,49
15,31,57,94,104
9,31,69,74,88
15,36,60,63,75
7,12,17,26,88
13,26,31,42,85
30,42,47,74,86
17,29,30,72,83
31,34,41,74,83
40,53,54,92,97
6,7,25,50,71
17,51,62,72,112
21,64,91,99,104
7,9,27,60,94
3,20,21,68,100
15,26,29,77,101
11,25,41,68,71
11,26,66,93,110
1,17,32,75,97
7,25,46,57,72
7,30,65,67,88
1,84,97,101,110
11,28,30,100,105
20,26,42,61,74
13,16,48,79,98
17,55,70,88,101
50,75,95,100,104
21,28,31,51,76
19,20,30,95,98
2,26,56,89,101
31,48,65,83,96
39,63,68,98,100
28,50,59,68,69
20,48,53,55,79
25,50,72,85,87
42,78,86,87,98
6,37,40,72,86
41,42,43,47,101
4,21,26,46,112
9,30,55,83,98
26,34,41,51,68
13,48,50,79,98
26,46,62,65,70
5,8,31,42,76
5,23,41,64,75
15,20,78,84,94
30,46,51,106,112
17,42,75,80,86
12,25,26,54,55
8,20,28,41,90
4,9,25,27,51
39,53,65,66,91
39,46,52,84,85
3,5,49,53,99
9,63,73,79,88
12,22,74,85,110
18,37,88,91,104
15,23,34,47,79
17,63,68,69,84
27,32,34,51,95
28,47,72,87,100
11,26,37,48,102
46,47,55,68,75
5,8,17,62,79
17,20,22,29,109
20,39,77,101,110
9,21,70,84,93
1,7,13,43,68
7,39,93,98,101
8,32,59,91,98
11,20,41,43,84
42,47,64,75,78
14,42,70,91,104
53,60,63,66,86
9,20,29,74,87
7,8,20,44,65
11,21,49,55,84
3,11,14,28,56
38,52,61,89,90
8,17,85,86,97
4,20,29,46,69
1,26,49,53,107
6,21,86,92,110
21,30,39,51,87
4,12,30,52,90
48,49,51,88,92
28,34,37,78,90
7,25,48,60,101
25,28,50,87,93
7,13,29,68,99
7,11,13,30,89
68,94,96,101,102
59,72,85,87,100
7,47,51,72,112
17,28,54,55,111
7,18,41,56,93
30,31,44,94,111
19,54,88,91,111
15,16,78,79,96
19,40,65,91,96
2,47,50,88,93
10,17,20,96,101
29,30,84,94,97
22,32,40,69,84
9,40,48,50,88
8,50,59,79,96
46,55,64,70,71
35,37,42,54,84
5,22,42,62,96
40,45,50,53,109
7,72,73,87,110
2,48,59,68,83
16,49,55,63,66
11,86,91,93,96
20,21,26,78,95
30,46,50,65,99
11,42,68,87,100
16,20,70,89,96
49,51,64,69,103
47,48,83,86,96
12,20,38,50,74
21,40,47,49,93
23,26,63,68,96
23,27,65,70,74
7,30,39,41,93
20,23,53,63,68
11,51,72,86,92
26,29,64,77,84
9,36,64,82,84
48,65,75,86,88
16,30,37,67,76
16,17,23,30,70
3,11,45,49,62
28,34,39,50,112
26,35,65,68,82
17,48,66,79,99
8,28,39,55,90
5,7,78,85,93
5,16,56,74,103
17,51,57,67,75
2,43,47,50,88
9,26,46,101,110
1,34,50,100,105
5,7,43,48,93
7,35,68,82,98
21,26,27,65,95
40,41,43,73,99
1,20,43,55,85
7,20,21,55,72
8,30,39,74,84
5,34,76,80,83
39,48,63,86,88
2,11,50,82,91
2,11,20,21,68
34,64,78,87,88
7,20,21,50,72
4,39,51,87,112
9,27,29,86,106
16,31,34,75,98
7,8,19,29,30
54,64,80,87,97
1,29,47,84,87
5,46,95,96,103
19,63,74,86,91
16,39,65,86,93
7,15,46,96,110
26,38,66,95,99
20,36,38,84,109
11,83,86,96,106
6,9,20,41,112
1,51,63,68,102
11,13,51,88,90
47,63,65,88,92
7,25,36,61,91
1,55,86,92,98
15,17,31,62,85
70,74,86,88,107
21,63,64,74,83
7,11,27,48,107
17,20,42,65,91
9,35,47,60,86
11,20,59,98,111
9,36,38,47,55
13,16,42,101,106
39,48,51,86,87
11,16,40,51,69
3,33,53,89,104
13,29,65,72,112
14,16,70,87,106
6,20,47,99,112
33,38,45,50,77
48,49,50,65,75
26,42,47,59,99
8,26,69,91,98
6,22,51,86,92
4,7,9,27,92
27,35,45,64,85
9,10,16,50,84
2,25,27,44,110
34,57,76,86,91
17,30,94,99,101
36,46,50,71,84
7,15,23,75,86
3,29,88,93,106
17,54,86,88,92
7,8,47,50,95
10,27,65,73,86
9,23,47,63,73
5,38,74,77,103
49,54,65,87,107
16,54,68,78,98
2,13,55,86,93
15,16,53,69,87
7,15,46,68,77
15,42,58,73,83
13,63,84,87,93
11,18,27,57,78
1,20,39,105,107
15,27,29,42,64
3,20,25,98,114
20,23,46,87,88
7,11,30,94,99
5,14,82,99,114
63,90,94,100,105
7,30,55,72,74
8,11,37,96,100
17,26,35,65,85
28,49,54,60,111
11,28,98,102,111
16,31,44,60,77
8,13,50,56,79
26,30,75,93,96
10,26,47,66,95
7,11,30,49,62
2,17,26,95,96
28,39,55,72,79
8,25,28,86,104
3,41,53,74,101
7,13,27,55,93
19,71,85,91,94
6,11,20,50,53
14,17,26,97,114
16,40,53,64,77
20,29,42,49,102
1,3,26,39,60
35,36,38,40,57
48,55,66,86,89
7,19,22,39,91
21,28,31,50,73
6,20,21,28,68
6,66,74,86,88
41,64,68,106,110
7,18,22,30,55
20,39,42,65,68
5,17,54,55,84
2,35,50,87,99
9,20,42,57,59
27,39,70,84,106
13,54,59,62,64
8,20,65,78,84
27,83,87,89,98
30,43,56,72,91
13,39,56,97,110
18,30,39,41,110
46,54,87,98,103
1,15,54,81,99
8,29,30,62,106
5,9,39,58,98
40,56,59,73,99
49,63,74,88,92
43,53,77,87,107
9,23,69,79,85
8,17,23,90,104
15,21,49,54,88
6,30,34,86,96
7,22,68,74,81
22,37,47,57,71
19,50,60,88,95
11,26,28,54,87
9,26,68,74,89
53,64,72,92,98
28,31,35,76,97
43,60,77,107,112
7,26,43,48,53
1,3,47,51,58
11,28,31,50,106
5,9,26,69,103
28,68,74,81,91
30,34,55,71,72
13,37,48,68,84
28,41,68,76,88
19,48,55,70,105
9,46,67,85,87
46,64,68,101,104
9,33,63,86,102
9,55,63,73,79
11,30,52,56,100
13,14,58,67,102
16,49,55,58,91
15,23,42,53,68
19,30,47,75,106
2,4,20,39,112
22,49,53,64,102
38,43,50,62,80
23,41,45,57,65
26,39,51,60,99
10,16,23,74,87
5,9,48,92,103
9,10,48,51,79
11,30,36,85,100
7,55,68,72,73
5,9,13,54,73
4,30,55,87,97
9,41,74,75,84
20,47,51,85,92
5,7,14,72,88
31,47,56,74,100
10,16,27,29,36
23,47,51,87,114
40,43,47,63,102
7,19,41,91,101
19,35,51,84,87
1,7,49,55,92
3,34,50,53,77
15,27,42,51,87
72,74,75,85,110
4,16,74,78,101
8,11,25,84,98
5,12,13,23,86
16,31,40,45,46
13,26,53,70,107
22,54,85,99,110
11,55,71,72,112
47,67,84,87,98
50,54,68,74,88
5,8,25,102,114
22,84,91,93,96
40,51,57,59,64
8,31,62,65,98
39,63,65,89,92
13,48,78,92,101
8,22,39,65,84
44,79,91,96,97
1,5,18,39,110
4,22,23,88,97
7,12,21,68,97
9,25,46,69,83
11,50,77,79,96
16,17,27,69,98
42,46,68,86,103
65,68,82,84,86
2,10,79,87,106
20,51,54,74,87
20,29,63,68,72
9,34,63,79,83
9,13,33,69,84
17,28,63,108,112
3,9,21,93,98
16,17,18,65,112
27,34,47,53,83
27,35,54,88,107
9,21,27,29,35
10,27,66,74,83
35,87,88,102,107
28,35,83,101,110
21,40,60,62,63
3,63,66,80,98
8,11,50,60,85
8,11,26,30,41
6,41,84,92,94
13,16,54,76,86
7,33,43,47,78
15,30,94,95,101
3,9,73,76,103
18,26,46,84,96
10,26,33,55,78
30,71,72,85,110
7,11,72,96,112
8,20,39,53,58
27,34,68,69,93
9,29,47,101,104
12,39,80,88,90
26,33,35,37,96
23,91,95,97,102
18,23,38,39,68
8,39,83,87,97
7,55,59,106,112
17,20,26,41,63
16,52,63,87,112
11,42,46,83,99
45,64,78,80,100
28,31,95,97,114
7,11,20,52,110
22,40,55,77,84
7,53,71,81,91
18,37,39,104,114
29,34,72,91,103
11,26,50,53,96
48,50,74,79,88
17,35,75,85,96
5,9,42,49,101
7,38,47,77,101
33,68,77,88,106
9,10,23,41,112
48,52,55,86,112
38,51,70,76,86
13,40,55,71,106
17,28,51,84,86
20,46,57,69,84
18,22,79,84,88
8,14,29,35,37
31,33,42,53,63
13,50,77,87,96
40,42,69,78,91
3,9,40,63,97
5,6,21,47,102
9,16,45,68,70
21,50,51,71,106
7,23,77,112,113
5,13,28,94,103
17,44,53,66,79
8,9,45,53,102
48,53,69,86,92
10,26,29,78,91
11,29,31,44,102
17,29,30,54,87
3,28,55,72,94
8,13,20,66,80
21,74,81,91,103
26,44,51,62,97
8,26,46,97,102
5,19,21,61,91
7,35,69,71,94
5,14,40,50,60
39,46,62,80,85
47,68,87,88,89
38,39,58,67,100
18,43,55,91,107
15,39,51,62,92
9,31,33,34,40
15,66,78,86,96
26,52,71,72,106
51,54,74,79,92
7,25,27,53,63
10,42,51,74,87
9,20,68,69,104
2,31,44,82,84
7,26,29,73,76
22,62,72,98,112
45,63,72,74,99
13,50,63,69,96
8,19,20,65,91
30,43,47,84,102
20,50,74,84,88
15,27,45,85,99
39,51,52,84,86
42,53,63,89,101
15,46,47,64,85
43,74,86,99,101
11,13,30,36,51
6,13,20,64,84
2,47,50,69,95
49,55,56,68,92
5,11,25,28,96
9,47,51,79,85
29,42,43,64,75
20,43,48,63,101
7,11,81,99,101
34,50,56,64,99
7,39,52,79,80
29,48,55,68,78
11,50,52,100,104
20,26,29,39,44
10,16,20,74,98
8,16,17,26,105
20,36,41,64,74
36,49,50,64,102
11,42,51,68,100
48,62,66,73,79
20,38,48,50,64
7,11,15,52,85
9,10,65,69,79
2,8,26,30,45
2,18,29,37,76
5,7,36,39,98
3,19,38,91,96
34,40,55,62,86
4,40,58,64,65
15,20,34,86,96
3,48,52,55,79
2,9,50,55,77
8,13,21,50,73
7,15,53,74,101
44,46,84,96,101
1,11,20,92,110
8,11,60,72,90
30,40,65,77,85
9,16,62,76,79
3,7,51,55,72
2,72,87,98,112
19,33,50,89,112
18,38,43,107,110
69,74,77,85,101
11,49,66,89,103
23,31,47,63,83
66,78,81,87,92
9,29,43,77,86
27,53,54,64,65
9,43,65,79,93
7,11,39,51,101
8,20,38,56,87
25,50,64,85,95
5,14,44,57,74
37,67,104,106,114
3,15,27,31,45
61,64,72,76,84
34,37,44,97,107
16,41,49,86,88
29,46,86,92,93
36,69,91,99,100
14,49,61,63,68
36,50,54,68,96
47,69,86,93,99
15,20,26,39,60
1,7,11,50,55
41,74,77,87,110
1,7,27,74,85
41,65,98,107,111
8,20,25,29,60
28,31,42,50,56
10,20,69,75,84
8,13,50,97,105
1,13,16,87,107
4,7,11,60,112
5,13,53,72,88
21,37,40,71,103
30,81,85,99,110
20,43,50,77,88
7,11,33,45,98
39,65,80,85,107
7,30,47,93,96
9,47,73,75,106
22,29,50,60,67
35,55,62,87,93
8,15,64,71,97
8,26,97,101,106
17,20,29,42,71
7,21,25,41,101
6,8,16,64,84
11,64,65,86,93
10,31,43,99,101
5,8,21,60,97
13,31,54,107,108
5,50,66,73,99
10,29,42,47,87
15,18,51,58,100
26,70,71,72,86
9,13,42,55,90
40,51,54,75,76
17,50,68,93,98
8,9,40,79,106
13,60,72,82,112
5,65,67,92,98
13,15,18,53,101
15,20,27,45,53
26,41,47,68,96
4,16,39,65,87
1,43,87,97,107
7,17,25,75,92
9,10,30,36,96
9,42,53,74,79
15,26,75,99,102
26,29,34,41,68
33,39,44,50,98
10,20,51,64,74
11,15,26,39,85
3,55,72,76,83
2,34,50,59,62
47,58,69,74,84
26,47,61,73,112
8,11,30,51,52
25,42,74,86,98
6,20,55,76,87
28,39,50,83,96
11,26,40,44,57
16,20,46,58,109
16,55,63,68,85
3,9,69,74,87
20,28,71,72,74
1,22,26,30,88
60,64,72,79,98
25,50,95,99,106
7,45,47,101,106
19,51,74,75,91
37,48,51,60,92
21,46,51,86,112
27,47,56,99,101
8,23,29,50,88
15,29,81,89,91
5,8,11,20,31
7,39,52,72,79
3,74,100,107,109
11,26,56,102,110
2,8,20,75,86
5,60,64,78,93
21,52,72,79,100
11,18,86,100,102
28,49,66,71,80
19,30,51,94,103
1,30,34,62,97
7,40,49,56,98
16,54,62,63,92
25,39,55,68,73
48,55,66,86,88
9,10,70,75,96
3,5,9,74,88
14,61,62,82,105
27,44,64,71,88
26,34,69,84,106
2,9,35,45,87
51,57,68,93,106
20,65,73,99,110
20,25,44,50,96
9,20,39,40,64
17,29,44,57,87
5,48,53,54,65
49,63,86,98,102
15,50,80,85,100
17,20,21,28,86
18,22,30,58,100
27,29,34,54,62
7,39,46,62,112
11,20,38,63,84
7,13,78,81,91
25,70,71,87,99
27,45,47,78,96
8,34,86,88,97
17,25,38,68,95
6,40,43,68,93
5,11,69,74,92
20,31,76,99,103
7,9,31,51,76
17,23,26,79,96
13,14,16,35,101
64,70,74,84,88
3,8,21,65,111
29,37,50,72,75
8,27,39,88,98
5,39,68,72,104
3,31,63,65,83
9,27,34,40,88
20,43,64,75,93
6,35,41,64,87
16,28,54,60,63
8,76,86,91,97
10,38,64,83,89
11,22,25,60,93
7,15,56,64,95
7,15,31,59,63
12,34,51,62,112
16,23,68,93,106
36,63,65,75,84
10,69,73,76,86
17,51,54,68,107
65,68,69,70,107
14,20,29,38,67
27,34,38,53,95
7,41,47,68,101
12,15,39,86,112
30,40,41,64,77
2,19,39,87,91
1,26,39,53,112
12,38,39,100,112
3,12,39,40,55
16,54,69,86,98
15,30,43,99,101
11,50,51,99,107
11,30,53,60,92
9,47,52,55,79
20,53,77,78,86
4,47,50,53,68
17,38,75,79,84
30,75,77,78,80
3,16,38,48,51
9,16,20,65,89
13,50,71,72,75
1,3,39,71,87
2,6,20,47,102
9,12,30,31,69
9,15,29,79,106
37,63,97,102,110
6,20,29,47,58
31,46,58,69,98
72,78,83,91,97
23,64,77,79,106
7,67,68,74,78
6,20,43,53,92
16,44,75,83,98
10,13,20,53,103
16,23,39,75,77
11,32,55,93,112
13,42,47,75,79
3,13,51,53,72
9,30,31,41,106
17,28,86,96,102
1,12,30,54,58
14,65,80,87,93
19,22,53,105,106
26,47,68,88,93
1,26,51,74,92
16,37,63,73,98
8,22,86,96,112
28,37,44,74,98
5,19,51,74,91
38,48,49,64,79
9,40,44,57,100
27,28,45,55,57
7,23,74,95,112
10,23,29,90,103
7,9,11,25,57
9,29,49,53,92
7,64,69,92,106
12,20,21,47,75
9,11,50,79,98
12,29,39,71,101
12,50,51,52,62
6,29,76,84,92
20,41,54,64,74
12,15,25,55,100
9,27,47,64,69
21,42,44,62,100
2,9,50,84,89
25,53,84,91,93
20,43,47,66,93
35,42,76,99,101
13,40,73,92,98
6,7,9,50,57
5,23,63,69,99
10,23,50,51,79
20,25,30,102,114
11,12,29,50,91
2,25,54,88,110
21,53,73,75,88
29,43,57,63,106
6,20,50,59,69
2,11,65,83,86
7,27,43,63,79
4,17,53,64,88
21,62,72,85,112
9,68,76,95,102
72,77,85,101,106
2,9,41,52,76
2,47,78,87,88
5,7,28,72,74
19,52,79,88,91
2,18,26,74,90
8,20,34,38,66
19,31,73,85,91
2,6,27,47,85
20,25,29,42,46
39,84,85,98,114
15,20,38,55,93
5,10,93,95,96
5,17,26,54,74
11,29,72,75,88
8,22,26,29,69
7,22,101,109,110
53,65,66,72,87
14,19,27,66,93
13,41,48,103,111
8,29,36,68,84
13,47,68,69,85
15,30,33,42,99
7,39,68,94,100
17,69,81,91,107
6,20,51,68,87
12,31,69,90,91
39,40,71,88,114
7,8,9,23,76
16,20,60,75,94
30,53,54,65,86
9,28,47,68,89
7,20,44,52,57
17,54,68,79,97
7,12,46,87,111
9,40,41,43,99
10,73,84,86,98
1,26,38,74,110
53,67,68,78,84
13,23,27,63,94
10,13,20,78,83
7,9,31,42,47
7,27,29,41,47
26,28,35,53,68
17,50,75,82,96
1,31,45,51,86
17,41,42,87,107
20,29,30,75,109
53,60,65,88,90
20,28,50,52,101
20,38,47,87,92
5,6,7,17,71
26,82,85,90,106
22,38,44,65,91
2,8,27,55,74
1,21,27,34,64
15,23,46,83,99
3,7,9,15,78
5,22,55,70,107
31,43,55,63,64
6,20,33,38,74
1,7,26,30,46
5,13,26,30,53
29,43,77,85,86
28,44,50,75,98
26,86,94,96,106
50,53,67,75,112
2,3,9,12,84
13,15,27,30,78
31,51,70,94,97
2,30,43,55,93
7,17,20,96,109
6,20,33,52,110
5,8,49,51,97
17,34,42,47,92
20,41,46,87,93
7,12,21,68,98
23,58,65,83,94
29,30,34,42,64
31,46,57,59,87
3,23,41,50,97
43,64,74,88,96
29,35,75,82,101
