winning_hero_id_1,winning_hero_id_2,winning_hero_id_3,winning_hero_id_4,winning_hero_id_5
43,44,50,57,88
26,28,46,50,65
3,9,65,72,102
5,48,53,92,100
3,9,26,46,80
7,35,51,55,79
55,64,82,85,106
21,50,59,72,110
2,10,30,98,107
16,22,26,34,99
23,55,73,86,92
16,20,35,68,84
20,22,75,85,94
6,13,20,63,102
34,49,53,66,83
3,64,69,77,79
9,16,67,75,97
2,44,51,97,110
23,65,87,94,114
19,21,30,74,91
43,49,78,79,96
17,51,54,66,88
6,20,28,30,74
43,47,80,86,102
26,36,47,88,100
20,35,51,81,91
9,48,50,76,102
31,41,45,53,68
39,53,72,86,88
5,9,60,79,98
5,17,54,74,87
40,56,63,65,79
22,41,56,103,110
19,55,63,91,100
12,21,25,71,110
39,60,65,75,77
18,22,27,36,60
40,41,47,99,101
26,38,65,72,88
23,41,57,74,111
28,44,54,58,86
26,53,54,73,92
15,29,35,42,101
5,13,72,83,93
17,29,50,54,92
17,31,47,63,102
37,58,72,86,92
7,52,56,79,105
51,54,64,92,106
1,23,38,79,92
8,25,39,79,80
5,15,16,40,41
7,21,25,30,39
71,72,73,100,112
5,19,55,74,91
9,68,69,88,96
7,36,93,96,110
27,41,65,86,96
51,73,80,88,90
20,47,63,68,95
19,29,33,91,97
31,54,65,73,76
26,34,55,57,73
41,49,65,103,111
44,64,66,69,78
12,21,38,50,100
44,50,65,75,79
5,8,46,64,65
15,22,71,75,104
7,11,26,33,39
9,43,57,81,96
8,29,51,74,86
13,16,36,44,101
16,20,37,57,94
2,34,93,107,111
27,41,42,49,53
11,72,73,79,103
15,26,39,85,93
6,22,25,41,94
17,25,54,63,79
20,21,29,35,87
8,17,20,88,110
12,29,50,58,74
3,28,56,74,103
44,74,84,87,96
21,55,61,73,85
7,11,50,52,88
25,51,72,89,100
5,11,16,57,95
39,50,51,87,94
4,29,39,50,53
7,43,101,103,109
26,50,53,93,102
11,55,60,67,68
6,26,41,74,84
13,18,55,60,83
20,69,86,96,106
27,45,108,109,114
13,49,81,83,86
6,26,46,51,84
5,23,48,65,98
12,38,50,100,106
8,76,79,96,107
29,45,66,77,86
14,34,45,87,89
9,15,41,42,68
23,36,40,90,104
5,51,55,90,109
9,10,16,49,52
42,47,86,90,96
53,63,80,85,102
15,18,73,76,77
13,27,28,64,93
26,46,68,69,95
9,40,43,50,51
5,48,53,88,92
20,37,53,86,109
22,28,68,75,85
49,55,68,87,106
37,40,42,47,70
20,39,55,72,83
4,22,40,68,107
11,27,54,83,88
41,49,50,79,109
15,17,79,85,98
9,20,76,80,86
21,26,57,96,104
13,20,33,77,96
30,31,46,96,103
5,15,29,63,84
8,41,64,68,74
35,60,65,72,91
54,68,74,87,96
36,39,56,68,100
1,7,25,75,100
20,46,71,72,92
7,26,49,71,72
8,16,73,102,111
4,8,20,30,65
20,69,78,86,89
14,48,79,88,98
6,20,39,64,96
9,21,65,88,92
7,50,51,52,102
18,47,50,55,62
9,20,53,66,88
21,50,74,77,79
7,11,56,58,71
2,25,29,39,72
40,51,63,99,102
41,63,76,86,100
7,13,25,35,101
15,23,38,61,68
7,55,56,72,112
16,34,51,77,86
30,53,89,96,101
20,47,68,69,74
1,7,40,51,112
11,52,57,86,100
5,43,45,64,69
9,29,34,42,101
17,25,71,110,112
25,59,71,75,92
16,30,63,69,93
3,9,13,68,93
45,47,57,60,69
5,46,51,73,92
1,11,79,98,103
43,50,64,81,84
9,41,56,103,111
8,46,97,107,110
33,37,106,107,109
7,30,75,80,96
7,15,20,63,69
7,13,54,63,86
3,11,20,51,63
36,42,44,72,73
10,21,84,85,99
9,15,51,101,102
3,9,27,52,83
31,63,74,104,107
5,43,59,78,102
8,46,86,92,93
46,47,69,79,88
37,70,88,107,109
27,28,39,55,81
9,15,27,42,78
11,21,69,71,112
5,16,36,46,99
2,27,28,74,93
20,29,87,93,107
5,56,83,95,102
15,51,83,86,109
7,12,25,85,87
7,10,43,65,79
30,35,68,69,95
9,19,42,51,64
5,47,56,84,103
11,28,50,57,100
9,47,56,79,92
7,26,35,41,85
27,38,43,48,66
9,13,40,89,98
17,20,54,67,111
7,8,39,40,47
16,23,28,44,102
1,16,26,47,84
26,41,56,87,94
6,38,47,50,66
15,27,39,64,77
26,47,55,67,86
7,15,44,69,101
12,33,38,43,87
26,37,70,76,98
16,17,30,39,99
1,28,44,75,90
1,16,20,29,46
13,23,27,33,94
44,87,101,103,104
63,68,88,89,96
8,27,38,39,92
9,40,47,69,89
2,35,39,50,99
51,54,58,68,77
8,83,87,96,106
20,36,62,63,102
11,18,26,100,110
11,54,83,86,96
3,14,68,74,81
9,10,28,57,85
28,54,68,91,99
7,15,20,42,110
13,71,76,81,86
3,17,20,55,71
7,46,47,51,86
20,51,65,68,77
7,93,95,98,101
1,43,53,86,92
25,27,59,85,100
41,43,50,73,100
40,47,49,69,86
40,46,69,86,93
29,63,75,83,95
39,55,63,87,88
40,84,85,94,96
9,27,58,78,98
26,29,43,47,64
3,43,67,86,99
30,40,51,93,106
2,4,46,50,107
7,43,87,96,104
23,44,48,68,79
7,25,50,53,96
15,55,64,69,71
17,30,86,94,98
25,40,54,72,80
11,16,55,63,68
28,43,55,84,101
20,29,72,77,87
21,48,49,51,58
26,63,65,78,102
6,17,53,64,68
69,72,86,92,96
26,44,51,95,101
10,19,33,75,91
60,68,74,100,106
6,47,83,91,98
5,39,65,72,83
4,63,68,86,99
43,51,77,83,86
9,65,74,79,106
22,29,58,87,94
27,34,51,64,95
16,47,68,93,96
58,74,78,101,106
7,27,40,48,83
20,27,43,53,93
7,15,20,67,71
30,39,46,71,93
43,50,65,70,107
39,62,69,73,86
1,13,29,65,79
21,29,78,83,100
20,36,53,102,103
5,28,72,103,107
17,26,61,68,95
9,18,23,41,75
9,25,35,38,83
4,75,76,84,102
33,51,63,89,98
1,3,31,35,61
23,33,42,55,87
1,5,34,50,51
5,9,46,72,86
1,14,32,76,98
3,28,47,48,101
21,52,72,90,100
5,40,63,74,88
69,83,87,89,98
13,15,17,31,86
50,67,74,79,96
10,20,27,29,39
40,43,53,64,102
26,40,47,80,85
20,65,68,78,94
7,8,28,68,94
5,7,74,84,109
41,47,83,101,106
20,47,64,69,106
22,36,51,84,91
23,27,31,41,101
41,46,86,95,101
13,53,66,72,89
21,38,67,100,111
29,77,92,101,106
11,20,22,39,77
7,30,51,70,73
16,22,40,51,77
15,47,83,99,102
16,26,39,51,72
2,4,52,64,85
2,28,63,86,98
46,51,74,87,90
18,29,30,71,74
26,53,67,74,111
34,38,79,93,103
5,46,65,79,100
20,29,43,57,76
3,34,47,63,83
41,50,74,78,79
9,51,54,89,100
9,29,31,74,92
1,9,16,65,79
27,29,31,47,74
7,44,96,97,101
30,46,47,84,96
7,15,29,46,87
16,63,96,101,104
27,41,50,72,74
3,29,33,69,73
53,77,86,99,101
12,17,20,26,29
28,35,50,88,95
7,12,21,30,59
13,69,72,83,86
63,64,70,72,74
19,34,53,62,91
17,42,65,77,86
13,15,68,69,87
6,20,21,60,110
5,14,52,54,55
26,31,74,77,98
11,38,52,79,92
19,28,75,91,103
5,9,33,85,89
19,50,56,91,100
8,39,49,79,92
5,18,25,102,114
3,9,13,53,96
48,55,66,79,97
7,13,31,72,106
3,8,28,43,86
1,39,47,75,98
39,55,66,73,79
16,53,64,73,97
3,5,9,74,98
2,28,46,87,93
1,26,38,39,66
14,44,63,86,106
9,41,54,84,103
1,2,9,30,97
6,9,20,22,42
22,26,31,47,98
40,47,50,51,79
23,48,70,86,88
19,27,69,91,97
6,16,45,47,68
20,41,75,98,101
11,31,41,68,100
9,75,84,93,98
33,47,49,54,83
10,52,53,79,107
2,17,50,68,98
5,14,28,50,88
11,16,39,51,86
12,28,40,86,100
8,9,16,51,64
6,20,38,50,76
84,93,98,106,111
3,11,63,78,90
7,17,19,91,99
13,54,55,64,92
20,21,42,74,96
5,8,79,80,103
42,56,60,68,73
17,26,32,55,73
26,40,48,49,51
64,65,68,74,106
5,44,52,78,85
14,26,29,69,91
11,20,33,72,85
28,49,54,75,85
13,20,33,41,76
2,37,47,60,63
11,26,31,51,78
17,19,64,91,96
32,55,74,87,114
34,45,58,69,89
43,72,87,100,103
20,37,75,94,96
3,38,72,79,80
6,20,53,72,87
11,28,68,75,112
8,11,50,51,60
26,59,67,69,84
46,61,77,84,86
6,9,11,57,84
1,15,29,64,86
21,29,82,84,112
72,73,76,87,93
13,30,38,50,94
20,55,94,106,110
5,16,21,48,98
42,47,64,88,101
15,16,27,51,75
11,26,28,50,106
15,53,54,73,86
29,43,85,87,93
6,13,63,101,102
40,62,69,73,96
5,17,22,67,86
9,33,44,74,88
8,37,54,76,89
5,43,51,58,69
19,38,55,87,94
11,60,65,93,111
20,54,76,85,86
48,65,88,92,96
26,40,51,68,72
22,27,49,51,74
25,39,71,75,100
13,63,64,109,111
7,15,27,43,65
20,26,74,96,109
30,42,43,65,96
21,26,47,52,85
20,39,70,75,110
53,89,91,96,101
27,34,69,93,101
6,9,17,20,96
5,23,54,62,73
20,28,72,77,87
26,28,31,37,46
26,38,57,73,95
1,30,69,78,90
2,19,30,91,97
21,28,31,46,100
28,54,106,107,111
5,57,60,74,109
8,64,74,87,98
7,25,26,48,51
27,34,60,63,98
21,31,48,51,86
5,7,11,12,21
53,69,88,91,93
2,11,20,39,87
20,46,48,83,96
9,32,56,58,61
10,16,37,68,103
8,11,30,86,97
49,68,81,92,97
3,47,63,80,102
33,56,77,87,96
17,53,68,81,107
2,28,54,75,83
5,8,16,46,96
29,30,42,48,74
15,72,75,84,104
14,16,50,95,111
29,43,44,64,84
11,55,86,106,112
13,27,28,85,98
7,25,55,72,87
13,36,67,71,84
28,39,50,85,93
22,68,73,86,98
25,46,72,88,98
12,51,52,100,101
11,55,56,89,112
8,30,46,65,85
18,30,87,97,99
8,20,61,64,76
16,20,42,80,89
20,29,35,42,81
5,9,39,73,88
11,26,51,52,74
1,25,30,55,62
8,39,71,86,102
16,69,80,87,88
16,18,36,68,104
39,55,59,71,112
23,41,70,76,86
13,50,77,79,96
13,31,36,42,71
16,27,47,53,67
32,43,84,87,103
46,54,66,68,96
17,27,47,92,93
2,20,36,43,68
20,25,28,54,87
3,38,48,53,73
8,16,25,46,51
3,6,20,50,92
3,29,39,48,107
10,15,30,41,64
1,26,28,57,76
2,8,22,84,87
8,11,65,68,91
5,10,17,57,84
20,28,48,49,107
4,14,44,64,97
1,11,26,51,86
9,42,65,79,93
7,12,39,51,68
7,11,49,55,86
20,30,51,74,75
3,8,13,88,92
14,43,80,86,98
7,8,30,75,97
7,42,47,73,75
11,34,39,74,81
7,13,15,41,68
9,17,31,79,98
11,17,86,92,100
21,65,70,87,98
3,7,9,65,69
51,68,75,107,114
40,48,49,83,99
3,9,52,65,69
13,15,19,82,86
28,55,82,87,95
18,84,87,97,106
8,36,40,53,64
8,25,52,99,100
54,55,63,74,90
23,53,74,86,101
13,35,87,93,104
2,17,66,86,95
3,28,53,55,88
20,30,78,93,99
31,33,54,65,106
39,66,72,100,105
16,31,36,57,88
7,37,47,51,67
21,58,72,81,91
15,23,29,86,101
13,53,68,72,86
1,2,20,96,101
9,11,29,79,83
21,39,50,59,85
8,13,55,71,79
4,26,57,94,99
8,21,71,87,97
1,29,44,62,90
17,18,26,32,103
7,11,12,55,87
2,37,62,74,77
42,47,95,99,101
39,72,79,80,86
11,12,25,50,100
4,11,50,62,85
30,44,57,76,104
25,70,79,82,96
2,20,35,50,95
37,48,63,74,102
3,39,46,50,71
29,44,83,86,91
64,65,67,78,84
7,15,43,51,101
9,15,41,42,101
27,48,50,53,78
10,20,21,26,51
17,46,58,62,73
47,68,86,97,109
9,23,41,74,111
10,27,49,88,98
17,34,39,65,110
20,34,52,54,79
39,40,92,97,99
19,21,28,54,75
16,41,47,53,87
3,48,53,74,79
42,64,84,93,103
5,23,56,83,99
59,65,70,103,111
26,41,74,87,96
21,72,75,86,100
48,52,65,69,79
2,50,74,96,102
46,53,75,81,87
20,29,47,67,101
73,87,100,102,106
68,76,84,93,108
5,9,27,41,53
3,9,44,83,98
7,12,50,97,110
20,30,38,53,95
16,41,43,65,101
28,54,60,87,97
39,41,51,57,75
8,26,44,84,97
47,56,74,86,92
3,9,21,48,65
22,48,79,96,103
9,42,74,101,103
26,28,34,57,76
9,27,47,65,77
64,69,70,78,101
48,51,52,76,79
7,10,12,39,61
7,15,53,58,86
63,69,78,84,101
1,7,34,57,96
25,26,54,71,110
15,28,43,60,87
5,29,30,76,93
1,3,64,74,103
3,9,21,41,106
46,50,71,85,93
5,22,67,71,96
29,42,44,101,106
64,69,76,86,93
17,29,30,99,102
9,29,76,86,99
20,78,84,94,98
2,6,30,74,84
9,11,41,48,79
2,46,84,90,98
15,27,34,57,69
5,12,17,57,96
47,51,56,74,86
7,19,26,71,72
25,47,52,60,86
5,8,15,41,57
1,47,84,86,97
7,12,26,76,96
29,46,64,84,94
17,31,67,86,98
13,54,75,88,99
21,53,57,67,74
5,8,9,58,80
7,25,38,72,75
9,11,65,86,89
22,30,53,70,71
70,78,90,91,96
1,31,43,65,87
3,39,65,81,91
4,26,56,85,86
5,9,40,43,48
1,30,69,90,95
8,29,49,107,110
22,41,64,68,84
7,27,41,47,80
9,15,49,53,79
15,16,27,56,78
7,28,30,41,43
27,50,53,63,78
7,11,49,78,90
13,15,20,86,95
26,38,39,75,94
7,11,28,50,51
15,65,83,87,93
27,65,74,75,106
20,28,49,69,91
23,28,68,80,94
5,51,63,74,86
5,8,25,38,107
3,34,54,92,98
18,31,34,63,71
4,9,79,98,102
20,39,90,93,105
21,23,26,36,53
4,18,41,61,104
18,29,30,39,87
45,47,68,74,88
16,17,26,95,96
3,9,27,56,76
21,42,56,65,101
9,65,75,82,107
5,9,21,26,51
26,34,84,93,99
27,39,72,84,96
17,29,33,57,95
41,46,68,78,87
7,27,39,67,69
26,28,42,46,75
42,50,85,98,106
20,34,42,47,101
20,43,55,67,101
16,56,65,77,86
16,21,31,41,68
29,31,43,54,68
31,35,54,73,88
53,54,86,88,92
20,34,93,99,102
31,69,78,96,101
7,11,17,55,98
46,55,57,72,101
4,22,68,86,106
10,27,50,80,97
19,30,66,80,85
3,13,21,72,103
2,7,47,74,101
9,16,47,63,92
13,20,30,40,53
63,79,87,98,103
7,8,27,49,74
20,25,26,28,96
41,74,75,87,88
7,22,23,30,72
11,77,100,102,105
9,16,78,79,80
9,12,69,78,87
4,40,57,68,84
9,33,41,43,62
46,51,84,101,112
9,52,54,88,102
29,30,83,95,104
4,76,79,80,84
35,47,69,88,92
13,42,68,70,96
10,63,86,88,102
3,21,96,106,110
13,29,35,42,68
16,56,72,79,97
20,39,51,68,99
30,36,42,43,64
7,27,43,54,55
20,29,53,74,93
3,9,45,54,107
30,37,47,94,97
15,84,86,89,96
25,60,69,72,112
13,31,62,63,69
7,21,28,50,82
30,36,42,57,71
10,29,68,73,110
15,16,20,43,96
18,28,32,97,111
43,54,68,86,88
13,23,27,93,106
2,23,44,96,100
7,39,52,68,100
1,13,17,20,68
3,21,28,50,53
9,13,18,60,112
30,48,55,83,100
46,74,82,101,111
42,64,65,77,78
36,46,51,64,101
5,8,28,34,62
16,29,43,68,106
19,52,75,85,97
3,15,20,29,48
48,49,65,83,91
12,21,55,60,112
31,64,85,93,109
27,34,69,96,100
45,54,86,99,101
7,21,28,68,72
28,31,74,75,91
26,29,34,60,82
11,27,50,109,110
12,30,34,98,112
10,42,68,69,96
13,20,29,63,101
8,44,69,71,91
34,41,68,79,98
5,9,22,67,68
5,47,55,77,83
20,58,68,71,106
7,17,56,101,105
7,11,50,85,94
3,25,37,54,97
26,53,55,63,92
20,21,22,28,83
15,28,29,37,69
39,53,54,88,101
7,27,48,49,96
8,63,84,86,97
17,27,54,65,68
8,11,51,64,79
12,55,64,86,93
33,74,78,101,103
7,21,30,42,85
13,53,66,72,92
20,29,47,88,106
15,49,69,79,83
7,35,38,59,86
7,12,30,74,96
23,25,47,74,79
7,25,30,67,110
8,27,43,63,107
4,38,40,51,65
1,29,31,50,74
14,55,72,79,106
3,12,14,27,39
7,13,25,26,93
2,30,32,55,94
9,17,27,88,96
7,14,40,55,74
2,8,10,25,31
6,37,74,78,84
27,34,55,62,93
8,23,34,38,79
9,27,29,74,76
7,21,28,49,50
8,9,14,86,108
23,26,41,46,65
2,5,12,17,50
3,13,29,81,85
3,25,51,68,69
20,44,50,78,85
2,8,31,60,86
8,26,28,49,62
7,12,22,101,110
13,62,63,83,88
2,31,69,73,76
30,50,51,52,99
20,72,96,97,101
6,20,47,50,69
46,50,68,93,96
21,31,41,62,94
9,29,74,87,93
3,43,55,83,93
7,13,87,93,96
2,71,86,88,95
3,55,64,73,98
20,22,47,67,101
15,51,68,76,104
13,16,61,77,87
11,20,22,54,110
7,50,60,69,93
2,17,50,59,92
9,16,23,52,67
11,25,29,78,91
9,20,87,94,106
12,20,27,29,47
8,20,39,101,104
8,29,87,106,112
11,42,50,51,112
9,16,69,88,98
13,48,73,79,103
11,15,65,71,92
57,70,74,79,90
20,49,65,84,107
20,43,51,62,106
2,34,73,87,103
2,12,42,57,112
2,12,22,71,87
13,29,66,79,93
17,20,30,51,77
13,18,30,85,110
20,46,58,63,89
15,34,68,96,101
20,53,56,74,107
8,30,53,77,114
8,17,51,85,87
6,20,29,39,101
1,5,16,44,71
1,7,15,20,51
26,51,67,68,97
25,73,75,91,104
26,35,45,51,60
22,31,41,48,102
16,33,39,96,101
3,21,62,97,106
9,30,65,69,88
30,64,77,101,104
7,11,12,28,50
5,17,54,62,88
11,16,17,65,79
4,22,31,47,57
5,21,31,72,74
8,17,38,86,87
18,28,50,55,97
13,38,54,66,71
14,32,46,86,92
31,44,65,78,101
20,46,65,77,84
51,52,57,86,99
27,34,47,51,86
3,8,9,29,84
18,43,51,75,86
5,14,18,35,96
5,17,55,66,73
20,27,47,63,64
13,30,69,92,99
11,14,19,66,74
7,11,66,86,99
11,33,52,79,107
6,21,53,85,92
34,50,66,98,106
13,32,55,88,92
6,16,21,39,68
5,13,54,101,106
7,11,44,100,101
18,57,65,73,100
7,47,54,69,112
16,40,87,99,108
9,13,85,94,100
2,13,26,47,84
7,8,30,76,99
8,29,86,97,98
18,35,37,85,88
19,21,65,66,91
22,25,31,54,104
30,46,78,88,104
20,49,63,66,103
7,8,38,65,87
20,45,66,78,96
31,39,70,85,87
9,47,69,86,92
25,67,84,90,102
7,87,88,95,106
5,15,39,60,89
6,20,26,39,96
16,39,55,72,101
25,36,71,73,85
18,23,63,74,87
41,57,76,86,91
16,21,60,63,86
29,39,77,84,101
11,25,27,71,85
20,21,49,66,69
5,6,8,43,84
56,86,100,106,112
14,20,29,63,102
15,20,30,34,96
42,43,48,53,68
2,9,78,79,109
3,9,15,40,43
23,31,41,45,87
23,27,35,49,95
9,11,79,83,96
18,23,31,46,51
7,47,56,71,101
20,42,44,46,84
19,29,43,51,112
13,54,72,86,88
11,16,52,83,86
20,46,50,54,60
20,47,50,61,99
8,34,86,108,114
17,51,58,76,86
10,32,71,86,91
35,42,64,78,99
6,40,45,86,96
17,42,75,96,101
6,53,76,84,101
31,65,69,93,102
32,57,78,86,91
25,28,104,107,109
25,55,64,69,86
7,13,18,110,112
29,43,63,107,111
25,63,71,85,88
8,20,29,33,47
15,30,31,41,72
2,9,86,89,111
30,43,77,86,96
8,38,74,87,110
6,37,38,76,84
7,27,74,77,96
3,31,47,73,97
1,35,88,100,111
5,15,21,45,102
29,75,84,89,103
37,52,69,72,86
21,56,70,100,101
18,25,30,91,100
11,37,40,51,104
7,39,48,78,90
1,26,39,61,112
9,25,52,59,114
26,47,72,74,92
15,31,46,69,101
8,21,30,99,101
15,20,29,78,101
27,31,49,78,98
7,31,39,48,53
60,64,65,95,106
1,30,69,87,106
2,30,39,52,99
9,84,86,93,96
27,48,51,68,94
8,17,20,86,88
13,15,41,84,101
8,23,28,62,74
53,65,72,85,86
8,55,62,87,104
27,31,49,69,96
17,83,86,93,96
17,59,68,71,103
16,48,65,69,86
8,22,31,92,103
9,17,50,69,79
8,26,50,76,98
20,43,51,92,109
21,28,42,86,112
11,50,51,62,72
30,72,74,84,97
14,15,29,64,75
20,40,47,74,98
30,41,74,98,103
43,64,87,112,113
6,16,17,57,79
33,54,62,76,92
3,9,46,69,88
16,34,55,63,68
5,26,73,74,88
40,53,68,98,106
9,64,78,89,110
7,15,18,55,57
11,42,51,87,97
6,11,39,85,87
6,16,34,84,87
13,20,74,77,85
19,83,88,91,106
13,26,38,54,62
9,20,38,48,80
29,47,67,68,84
29,39,50,70,107
13,54,55,88,92
26,41,74,88,98
7,15,39,64,82
27,68,77,92,108
19,50,87,88,106
26,29,34,48,84
65,69,73,86,95
15,18,69,102,112
20,27,38,43,77
12,29,30,39,86
2,60,64,82,93
28,44,63,108,111
18,43,62,65,91
2,30,36,48,74
2,57,59,85,106
16,44,50,73,87
17,20,55,67,83
28,30,72,75,106
22,44,78,101,103
7,29,30,35,42
16,28,74,79,93
5,9,69,74,99
28,30,43,80,85
2,8,20,36,98
8,11,28,31,112
48,49,55,60,112
19,29,34,83,91
27,65,93,96,102
2,11,50,86,97
25,39,48,69,86
11,50,52,56,62
1,16,34,60,90
15,51,64,78,79
42,43,53,61,64
1,5,98,106,107
34,38,42,83,87
8,20,28,47,100
15,51,57,101,106
27,41,73,93,101
16,48,55,64,100
43,47,78,86,102
39,55,60,106,112
8,46,51,62,86
8,26,31,96,99
3,6,11,61,92
7,36,43,101,104
7,21,29,44,79
18,43,65,68,91
23,62,73,86,88
11,35,78,83,101
17,48,69,73,92
6,7,14,61,75
19,51,53,86,91
5,13,21,40,69
4,13,25,85,86
21,46,52,62,87
3,18,21,55,68
6,20,51,66,74
8,23,34,79,98
7,8,13,85,96
12,13,83,91,99
5,41,48,86,102
8,17,26,56,68
20,48,74,79,88
20,26,29,43,54
3,10,43,60,107
21,27,28,39,100
27,33,43,45,53
2,6,90,96,102
7,11,47,51,87
22,60,67,70,87
9,29,31,83,106
9,39,54,79,96
3,48,51,62,103
18,74,87,97,110
8,49,62,65,111
11,53,69,73,79
35,36,42,53,101
20,74,85,87,96
11,34,87,92,96
9,42,43,53,106
20,30,39,81,103
26,39,51,57,72
33,43,53,86,99
22,30,53,70,71
5,11,26,54,97
7,28,35,74,111
50,55,74,87,106
19,28,31,101,112
54,61,73,87,103
34,94,96,101,103
27,58,65,69,96
18,26,62,76,101
9,31,46,65,88
13,30,50,77,93
9,16,48,79,104
30,50,51,72,110
42,51,63,92,106
42,47,58,65,86
5,36,69,85,110
28,33,63,90,106
7,34,82,86,109
34,79,82,93,96
42,75,95,96,97
17,55,70,87,88
39,46,51,60,91
37,43,86,96,106
22,30,54,79,80
5,9,72,92,98
1,55,64,86,88
2,7,11,20,99
8,55,74,83,92
9,19,84,91,101
19,29,79,91,96
18,47,63,68,74
9,26,31,41,97
5,71,74,79,93
7,27,39,74,80
7,22,56,74,85
40,46,81,86,98
3,9,46,51,73
30,43,67,75,88
3,41,56,74,111
5,11,51,73,83
13,20,53,63,68
17,64,73,80,89
26,78,81,96,110
14,54,74,84,87
13,47,50,92,106
7,31,47,99,106
19,53,60,66,72
50,81,82,88,100
9,16,20,27,82
30,33,34,77,99
11,16,22,41,86
9,33,49,79,88
3,16,48,65,97
6,49,66,86,96
21,63,74,86,102
5,13,49,53,98
2,13,56,86,103
8,23,39,65,79
5,9,17,44,97
7,88,92,93,97
15,27,58,65,93
9,10,20,65,84
18,25,31,41,74
23,46,51,72,79
18,38,106,110,111
15,29,31,42,43
9,74,87,88,103
7,33,34,38,47
30,47,64,78,94
20,28,33,61,95
2,23,55,73,111
18,20,39,69,85
23,40,57,81,92
47,55,86,96,106
29,30,43,68,95
46,60,75,80,90
9,30,43,50,94
14,15,28,37,70
3,6,9,21,92
5,8,68,98,99
2,7,36,65,78
20,29,47,49,66
42,64,74,84,98
7,11,54,55,68
9,13,62,87,96
7,49,75,85,110
31,41,74,106,110
1,65,71,79,97
28,72,73,85,87
1,21,62,68,104
17,23,38,98,110
1,6,22,68,83
16,27,35,69,78
64,67,84,96,104
20,50,51,67,73
15,30,41,42,89
41,46,67,87,111
37,48,50,63,106
6,28,30,95,111
20,25,35,95,110
10,74,90,103,104
2,13,14,31,47
11,20,31,48,96
38,46,50,72,100
7,26,39,42,71
25,49,81,92,98
20,22,35,78,95
13,52,54,60,86
21,26,39,68,99
10,18,26,46,75
1,3,57,59,110
34,44,78,83,86
2,20,26,47,74
34,41,54,110,111
5,74,77,87,98
16,46,51,77,86
15,25,62,100,112
31,43,47,92,96
7,44,46,52,101
11,50,69,87,88
5,17,51,71,72
60,65,87,97,106
25,41,65,82,84
13,27,29,36,69
18,21,29,84,110
4,26,39,47,85
7,8,30,76,85
40,43,47,68,88
1,27,37,73,96
50,65,77,86,106
5,17,32,51,95
17,41,50,65,68
9,47,68,74,85
13,53,62,67,87
9,53,60,103,106
7,13,66,87,93
1,30,39,100,101
15,64,94,101,103
16,55,90,93,106
21,58,69,78,85
3,9,51,66,74
7,27,35,46,51
10,20,91,95,110
25,51,70,81,86
15,30,38,67,100
11,14,71,100,101
7,10,35,46,57
9,27,34,93,99
1,38,65,88,92
25,47,85,87,100
9,21,76,92,98
20,43,56,64,89
7,8,30,34,47
26,51,62,72,92
17,20,51,84,95
23,31,41,83,88
19,21,26,28,85
31,41,51,65,76
9,13,42,64,78
9,18,45,60,87
7,8,11,30,51
65,84,91,95,97
5,52,53,72,85
26,53,56,57,76
43,64,69,83,99
7,17,26,49,55
5,8,27,38,80
26,29,89,99,101
17,33,42,84,96
17,20,42,68,96
11,15,27,85,96
16,54,73,79,85
52,53,54,86,95
34,54,63,86,90
7,69,72,74,87
18,57,69,76,111
4,22,55,64,91
7,9,74,86,96
25,50,54,86,96
20,74,84,102,109
15,29,41,87,101
26,41,55,62,74
14,62,88,92,94
8,16,64,75,82
20,68,74,84,106
78,87,94,100,114
5,7,17,67,86
1,64,65,78,84
8,33,85,86,93
9,26,74,89,96
49,58,63,86,98
7,9,74,79,100
42,43,51,78,101
18,31,64,88,114
6,31,74,80,100
9,69,78,83,87
15,63,73,89,103
2,23,46,59,111
21,50,53,73,100
22,67,84,99,102
9,31,47,86,106
7,26,46,72,78
31,48,50,69,88
6,13,21,26,33
9,27,95,104,107
15,32,51,91,102
17,21,29,41,85
9,36,42,47,68
26,28,47,54,57
9,27,29,78,82
13,19,50,65,91
7,11,23,32,41
6,9,84,87,88
29,36,42,64,83
15,29,46,86,96
2,50,78,93,102
23,34,75,81,97
6,7,13,50,78
6,13,20,29,33
3,38,74,81,91
2,8,59,87,100
23,38,48,79,98
39,73,92,93,99
33,52,84,93,97
2,9,50,79,106
1,9,60,64,87
5,13,39,41,84
17,72,85,90,97
8,34,38,79,107
10,79,96,109,112
7,42,43,57,87
17,26,40,55,72
2,15,34,86,100
16,44,50,55,74
12,13,26,80,86
9,41,64,82,103
7,49,63,68,110
7,30,40,78,96
5,14,29,46,93
23,30,43,65,72
7,27,29,43,63
9,19,28,34,41
7,21,50,59,99
9,20,49,78,106
33,34,53,77,83
8,26,50,51,52
10,20,39,96,101
11,29,45,69,88
13,29,50,77,87
8,20,31,97,99
10,25,41,84,107
6,11,47,100,112
9,28,79,84,109
7,17,47,88,92
3,59,81,84,99
2,20,34,54,84
29,42,46,75,84
7,41,67,74,75
16,36,82,84,103
9,13,41,68,101
14,46,55,106,112
2,65,84,95,97
21,41,50,57,68
2,8,20,64,106
6,29,30,39,92
13,18,38,62,64
18,53,66,74,107
20,32,49,54,55
3,9,29,34,63
30,43,44,71,111
6,7,21,100,112
11,67,73,79,98
20,28,39,48,84
10,23,26,41,76
15,46,52,65,86
13,48,86,87,96
16,35,48,85,87
5,18,62,92,99
